safetyreportid,field_count_raw,field_count_converted
23449596,65,65
21637470,70,70
23450448,62,62
21677847,70,70
23451649,83,83
21694642,82,82
23451663,74,74
23577375,58,58
23466848,71,71
23578523,65,65
23467214,68,68
23578967,78,78
23467672,64,64
23579333,71,71
23468024,66,66
23581400,63,63
23468091,74,74
23582115,81,81
23468549,67,67
23584098,67,67
23469683,76,76
23640522,79,79
23470359,72,72
23644100,68,68
23457548,71,71
23425634,70,70
23458763,67,67
23427388,64,64
23459168,83,83
23640981,73,73
23459182,72,72
23641562,66,66
23459263,72,72
23439943,89,89
23459816,66,66
23654212,63,63
23459911,78,78
23477259,70,70
23460034,65,65
23479460,71,71
23414504,70,70
23480527,66,66
23529341,83,83
23683787,66,66
23529503,73,73
23684935,66,66
23529880,80,80
23686379,68,68
23531933,76,76
23481094,74,74
23531986,74,74
23481904,60,60
23342817,64,64
23482538,71,71
23343560,70,70
23656438,69,69
23352618,71,71
23656452,71,71
23352713,60,60
23656586,73,73
23353280,53,53
23658597,70,70
23354252,71,71
23498252,63,63
23533472,63,63
23458397,81,81
23534349,81,81
23677093,72,72
23535025,67,67
23465768,65,65
23535173,67,67
23466349,67,67
23416744,62,62
23678537,69,69
23416959,63,63
23467201,63,63
23417716,51,51
23467645,68,68
23355749,70,70
23467821,70,70
23357101,62,62
23468240,75,75
23358045,69,69
23513508,69,69
23358517,66,66
23514695,69,69
23358827,61,61
23515748,64,64
23537913,79,79
23516019,53,53
23538170,73,73
23680914,77,77
23538318,82,82
23680967,71,71
23539977,64,64
23681023,68,68
23420026,49,49
23683492,79,79
23420484,84,84
23683816,68,68
23420794,72,72
23683911,79,79
23421308,73,73
23683964,72,72
23540586,68,68
23471022,68,68
23541787,76,76
23471251,85,85
23542625,78,78
23472748,71,71
23542801,69,69
23472762,82,82
23543206,76,76
23472843,71,71
23481066,71,71
23522108,66,66
23481686,64,64
23474935,74,74
23362891,67,67
23475354,74,74
23365335,73,73
18332494,71,71
23424062,78,78
18561090,67,67
23425478,69,69
23685450,60,60
23484401,75,75
23477837,67,67
23485183,81,81
23479996,78,78
23485264,77,77
23688352,67,67
23486384,63,63
23689148,74,74
23490314,63,63
23691701,72,72
23551063,64,64
23482077,63,63
23492068,70,70
23482172,84,84
23492635,71,71
23483197,62,62
23555342,78,78
23483320,68,68
23494903,80,80
23485236,76,76
23496132,76,76
23485641,67,67
23497696,83,83
23486222,64,64
23556705,66,66
23487881,69,69
23556758,62,62
23530842,68,68
23558068,73,73
23532057,75,75
23559216,58,58
23533825,63,63
23498615,65,65
23534392,67,67
23499087,75,75
23490339,58,58
23499573,62,62
23535931,65,65
23499869,61,61
23536093,67,67
23500534,61,61
23536646,72,72
23500682,68,68
13408822,75,75
23500978,74,74
23493822,76,76
23501087,67,67
23493903,75,75
23501263,68,68
23499288,71,71
23559526,79,79
18701100,73,73
23560188,71,71
23500735,68,68
23562470,76,76
23503947,67,67
23562861,77,77
23506296,80,80
23504866,65,65
23507215,68,68
23565224,67,67
23519890,66,66
23567006,57,57
23519971,70,70
23507539,78,78
23521943,73,73
23508053,67,67
23562432,77,77
23508444,78,78
23562513,77,77
23508620,79,79
19419251,73,73
23567545,82,82
23377481,71,71
23569718,74,74
23378439,81,81
23569785,72,72
23378682,82,82
23571056,65,65
23379559,63,63
23571285,67,67
23521048,71,71
23511198,66,66
23521978,63,63
23512212,73,73
23524193,67,67
23513103,71,71
23382799,64,64
23514128,72,72
23383556,77,77
23514290,67,67
23525637,72,72
23575159,78,78
23526757,80,80
23366684,74,74
23526852,62,62
23367832,69,69
23527042,75,75
23368642,70,70
23527257,65,65
23369762,61,61
23527352,67,67
23579896,63,63
23527743,65,65
23580533,55,55
23385433,69,69
23582139,83,83
23387659,66,66
23582153,83,83
23387673,77,77
23519527,79,79
23530916,74,74
23519594,80,80
23532293,67,67
23520189,65,65
23573169,62,62
23520851,61,61
23573750,68,68
23521270,69,69
23575370,73,73
23370748,82,82
23579068,66,66
23371343,67,67
23388726,85,85
23371558,59,59
23389145,54,54
23372801,67,67
23390321,81,81
23427140,71,71
23397636,64,64
23427221,63,63
23399027,77,77
23584326,57,57
23399108,69,69
23584999,75,75
23399957,75,75
23374812,69,69
23548627,59,59
23375150,66,66
23549141,67,67
23377309,65,65
23550303,64,64
23431581,71,71
23407951,69,69
23431648,65,65
23408437,59,59
23431729,73,73
23408895,71,71
23432687,68,68
23351977,82,82
23433620,67,67
23409395,56,56
23433754,70,70
23551786,61,61
23434483,47,47
23553353,67,67
23527021,77,77
23555230,78,78
23587161,52,52
23555269,63,63
23587714,80,80
23556741,72,72
23587862,81,81
23557551,63,63
23588739,82,82
23557847,75,75
23588887,66,66
23558118,66,66
23530504,62,62
23558833,70,70
23531987,77,77
23360605,59,59
23532892,77,77
23361563,55,55
23598082,73,73
23361901,72,72
23386677,76,76
23604153,63,63
23387029,69,69
23605301,76,76
23387272,76,76
23605798,80,80
23387487,64,64
23559629,72,72
23601540,58,58
23560724,67,67
23602026,76,76
23561196,68,68
23395358,66,66
23561277,70,70
23449630,79,79
23364155,68,68
23395844,70,70
23365747,73,73
23553385,68,68
23367152,78,78
23553938,79,79
23609066,86,86
23555396,56,56
23609295,65,65
23457068,58,58
23609714,66,66
23457110,67,67
23610404,74,74
23405835,81,81
23610457,71,71
23406335,67,67
23562964,79,79
23407145,76,76
23563235,80,80
23407941,77,77
23565422,66,66
23408508,72,72
23565813,71,71
23458188,69,69
23566609,80,80
23458269,81,81
23566757,74,74
23458917,74,74
23367677,67,67
23619156,66,66
23368029,62,62
23408575,79,79
23368892,68,68
23408656,81,81
23369406,75,75
23409022,75,75
23370716,77,77
23462132,69,69
23370998,74,74
23462442,75,75
23371311,59,59
23410628,64,64
23613278,67,67
23411142,66,66
23614655,68,68
23411209,66,66
23567486,68,68
23411586,65,65
23568634,80,80
23625016,65,65
23374428,71,71
23562376,79,79
23616976,81,81
23657712,69,69
23618152,68,68
23658346,71,71
23618367,69,69
23474469,73,73
23572374,73,73
23475712,78,78
23375805,82,82
23597798,75,75
23376291,76,76
23476832,65,65
23377115,68,68
23478061,63,63
23377830,68,68
23478991,68,68
23378774,70,70
23662343,57,57
23574695,69,69
23662491,79,79
23575276,76,76
23663706,74,74
23380489,67,67
23665326,76,76
23381732,68,68
23601608,73,73
23579030,73,73
23481544,70,70
23580245,67,67
23420496,68,68
23581312,70,70
23422320,69,69
23581499,73,73
23422979,80,80
23581918,74,74
23485175,76,76
23382852,76,76
23485566,77,77
23383662,78,78
23485580,81,81
23384067,69,69
23607479,63,63
23385039,62,62
23609976,56,56
23385888,79,79
23610141,68,68
23585792,68,68
23610208,81,81
23386645,80,80
23611180,65,65
23389952,82,82
23611719,74,74
23586225,68,68
23612758,77,77
23393597,69,69
23613205,64,64
23393801,76,76
23614297,76,76
23243255,68,68
23425451,78,78
23367243,77,77
23426395,71,71
23254042,71,71
23426867,68,68
23369416,70,70
23427448,66,66
23369430,78,78
23495691,72,72
23370483,79,79
23497420,77,77
23370511,76,76
23063748,70,70
23081663,85,85
23085294,76,76
23410308,63,63
23491313,73,73
23492486,74,74
23494916,61,61
23494930,68,68
23521342,71,71
23521490,79,79
23522691,83,83
23522839,71,71
23434256,67,67
23524082,68,68
23575075,78,78
23576829,74,74
23438359,75,75
23500723,79,79
23500776,61,61
23527012,64,64
23527322,71,71
23528213,72,72
23528576,68,68
23529777,51,51
23530481,80,80
23440183,69,69
23442613,71,71
23579301,83,83
23579435,61,61
23579664,57,57
23580192,72,72
23581731,82,82
23504435,59,59
23504840,74,74
23581960,68,68
23584404,70,70
23443395,67,67
23443786,72,72
23445339,64,64
23445353,63,63
23445515,71,71
23534894,71,71
23537648,70,70
23507270,68,68
23508404,68,68
23508714,75,75
23509672,77,77
23588116,59,59
23589412,75,75
23510672,52,52
23511024,67,67
23511563,71,71
23511873,70,70
23512401,68,68
23448107,74,74
23448431,68,68
23448875,64,64
23449685,69,69
23449713,71,71
23538539,75,75
23539606,66,66
23541726,78,78
23541821,64,64
23451495,76,76
23515127,63,63
23595783,69,69
23596230,77,77
23596364,79,79
23596889,73,73
23597093,57,57
23543399,75,75
23545357,82,82
23455598,73,73
23517758,67,67
23518878,56,56
23519110,61,61
23519459,79,79
23599833,77,77
23600713,70,70
23459095,64,64
23459176,73,73
23459514,69,69
23460190,78,78
23522350,76,76
23523403,68,68
23549298,82,82
23550069,80,80
23527601,66,66
23528464,62,62
23463335,67,67
23464011,79,79
23464402,76,76
23465575,79,79
23465670,79,79
23529908,63,63
23529922,67,67
23531031,55,55
23467304,75,75
23467371,79,79
23468262,67,67
23468329,65,65
23551932,76,76
23553309,67,67
23561490,67,67
23475376,68,68
23476214,68,68
23478630,73,73
23540628,66,66
23563568,72,72
23545407,77,77
23545502,65,65
23545650,67,67
23570900,67,67
23571925,71,71
23572654,71,71
23485434,81,81
12183095,70,70
15631346,80,80
15959893,79,79
16316916,77,77
16437187,69,69
12406709,65,65
13410866,75,75
13926079,75,75
14458478,68,68
14868824,67,67
16851285,74,74
16871588,73,73
13409543,70,70
13412297,72,72
13526183,69,69
15337181,76,76
15866298,76,76
15924699,73,73
16386399,78,78
16451431,76,76
16848787,76,76
17471476,75,75
18198208,75,75
18271851,73,73
18407269,79,79
16747080,76,76
16822424,75,75
17906958,72,72
18383051,78,78
18435000,66,66
18451510,86,86
17181226,74,74
17923172,76,76
18299537,70,70
18352810,74,74
18703824,65,65
18710776,69,69
19197815,78,78
19241893,73,73
19427073,61,61
17105344,80,80
17354081,78,78
17929801,73,73
18332008,77,77
19020183,83,83
19046709,73,73
19213259,73,73
19226286,76,76
19352956,81,81
18581635,69,69
18931164,71,71
19102116,76,76
19142130,76,76
19203877,82,82
19266504,72,72
19271917,67,67
19744660,74,74
19966653,80,80
20073076,72,72
20158179,79,79
20329427,77,77
23596396,79,79
23596477,80,80
22237842,72,72
23596734,67,67
22246442,72,72
22518116,67,67
22518493,75,75
23539249,76,76
23539601,74,74
23539883,69,69
23540168,66,66
23540735,69,69
22647674,82,82
22649713,67,67
22657017,74,74
22663159,69,69
23614177,77,77
23614434,79,79
23615998,66,66
23617646,63,63
23619266,70,70
23619604,66,66
21986828,86,86
21993255,53,53
22069490,76,76
22080534,77,77
22095033,72,72
22842674,71,71
22859265,74,74
22871577,81,81
22877423,52,52
22888344,74,74
23530906,67,67
23531998,81,81
23512863,83,83
23513363,74,74
23514469,63,63
23514821,75,75
23515455,47,47
23516441,66,66
23533808,67,67
23533822,55,55
23517709,70,70
23518586,77,77
23519329,84,84
17058126,80,80
17068075,77,77
22926185,79,79
17739995,68,68
17748056,75,75
22989513,74,74
23003959,70,70
23007146,75,75
18074352,78,78
18179286,75,75
18377817,66,66
18607709,76,76
23537400,72,72
23538034,68,68
23538788,77,77
23520868,74,74
23522488,71,71
23522569,72,72
23522583,77,77
23522840,71,71
23540774,67,67
23541098,70,70
23541436,86,86
23015260,68,68
23036711,75,75
23046255,66,66
23058014,70,70
23067058,66,66
23076225,78,78
23525351,71,71
23527658,74,74
23544743,67,67
23545553,71,71
23545782,63,63
23547483,74,74
23547726,72,72
23548402,64,64
23549427,68,68
23082772,68,68
23099888,67,67
23101215,54,54
23106438,69,69
23116510,78,78
23532236,79,79
23532331,85,85
23534814,79,79
23535057,61,61
23535839,67,67
23536029,74,74
23555273,78,78
23557541,62,62
23537082,72,72
23537420,71,71
23537783,67,67
23539174,74,74
23539389,77,77
23170495,66,66
23190435,69,69
23191016,54,54
23191717,63,63
23192770,78,78
23193175,74,74
23195362,81,81
23195496,82,82
20428011,63,63
23559147,72,72
23559309,72,72
23560309,71,71
23210065,75,75
23211604,85,85
23219648,67,67
23220271,82,82
23222525,83,83
23224860,64,64
23229287,73,73
23229678,74,74
23541928,72,72
23543467,73,73
23563225,80,80
23565155,86,86
23565465,68,68
23241074,67,67
23244233,64,64
23245825,68,68
23249713,69,69
23257394,74,74
23261324,76,76
23261997,63,63
20811990,73,73
20890236,69,69
21025763,70,70
21059702,70,70
21068193,67,67
23567652,71,71
23569029,72,72
23569124,55,55
23569892,69,69
23544143,71,71
23544615,62,62
23546369,60,60
23547098,68,68
23271125,74,74
23276052,64,64
23278359,61,61
23286297,78,78
23287526,63,63
23289928,74,74
23297947,70,70
23306117,73,73
23306737,69,69
23307790,75,75
23309181,79,79
23314150,70,70
23315566,74,74
23570272,66,66
23572364,73,73
23573431,80,80
23573875,63,63
23548017,68,68
23548327,74,74
23548947,73,73
23549070,69,69
21121209,69,69
21264632,64,64
21337046,70,70
21361089,65,65
21426375,75,75
21461367,74,74
21475313,70,70
23574685,74,74
23575495,80,80
23520939,63,63
23380573,81,81
23380869,66,66
23533050,68,68
23533184,63,63
23533980,79,79
23534385,81,81
23534804,70,70
23581579,64,64
23392709,70,70
23393209,71,71
23393896,67,67
23393924,58,58
23537935,72,72
23538301,74,74
23538583,75,75
23539030,81,81
23295372,75,75
23297020,70,70
23298584,72,72
23304377,71,71
23584185,73,73
23584509,53,53
23585939,68,68
23586992,74,74
23540407,69,69
23540717,70,70
23540812,69,69
23542971,64,64
23305444,70,70
23309170,65,65
23311128,72,72
23315946,59,59
23318471,86,86
23320119,68,68
23326032,76,76
23328124,70,70
23589827,69,69
23545510,77,77
23546630,78,78
23546979,77,77
23547521,69,69
23331674,69,69
23333942,69,69
23340584,73,73
23340841,69,69
23342609,73,73
23344014,61,61
23592623,67,67
23404334,47,47
23406183,66,66
23406965,75,75
23407599,74,74
23595349,82,82
23346430,68,68
23347279,75,75
23348346,70,70
23348494,81,81
23409180,65,65
23353100,73,73
23410962,68,68
23411057,69,69
23354178,71,71
23553582,80,80
23554998,65,65
23596483,79,79
23356312,81,81
23356365,79,79
23356985,74,74
23357418,70,70
23357823,62,62
23358242,75,75
23358781,63,63
23600184,74,74
23601790,47,47
23603262,83,83
23603343,61,61
23626562,81,81
23631274,79,79
23632394,72,72
23632503,59,59
23632651,76,76
23633070,74,74
23633704,56,56
23411705,67,67
23414311,70,70
23415121,62,62
23591328,71,71
23592462,67,67
23416403,71,71
23416780,64,64
23418777,71,71
23636310,74,74
23638374,59,59
23638617,71,71
23638765,77,77
23395298,78,78
23395784,74,74
23397094,74,74
23397108,78,78
23397485,66,66
23594420,70,70
23595188,51,51
23595230,66,66
23595889,64,64
23596956,64,64
22724013,71,71
22755318,70,70
22811775,73,73
22819403,68,68
22806863,69,69
22810198,75,75
22815706,75,75
22817326,60,60
22873917,69,69
22881626,78,78
22888106,69,69
22893667,69,69
22828838,62,62
22839692,77,77
22849479,70,70
22859227,80,80
22867246,70,70
22888845,72,72
22896945,68,68
22905115,72,72
22896921,72,72
22904901,77,77
22911004,67,67
22921168,73,73
22929430,75,75
22942161,55,55
22942538,69,69
22950652,80,80
22973480,62,62
22946154,68,68
22968091,59,59
22991338,64,64
23021593,82,82
23348689,76,76
23348865,76,76
23350675,63,63
23351041,59,59
23352080,64,64
23352309,67,67
23353887,75,75
23354091,70,70
23354482,66,66
23355588,74,74
22981890,77,77
22991758,76,76
22993459,74,74
23062365,68,68
23357250,67,67
23358613,54,54
23358761,58,58
23359342,82,82
23045030,57,57
23056018,49,49
23057367,47,47
23075039,83,83
23360814,72,72
23070021,83,83
23072948,73,73
23079361,68,68
23084707,68,68
23094399,75,75
23098720,73,73
23113409,63,63
23122696,74,74
23366685,70,70
23089186,70,70
23096733,71,71
23101297,85,85
23111665,73,73
23126865,73,73
23127231,56,56
23136356,69,69
23368090,71,71
23369062,78,78
23370224,64,64
23370277,56,56
23125774,78,78
23146915,67,67
23148683,68,68
23149264,65,65
23154543,78,78
23156297,73,73
23166126,63,63
23372802,67,67
23374637,62,62
23139797,76,76
23146319,75,75
23152503,71,71
23153461,67,67
23155243,78,78
23158226,69,69
23162276,76,76
23162896,69,69
23170457,82,82
23173454,81,81
23173254,76,76
23182784,66,66
23185538,76,76
23191803,67,67
23194691,70,70
23376567,80,80
23376648,69,69
23376905,73,73
23376958,64,64
23376972,81,81
23377539,82,82
23367217,70,70
23368580,67,67
23376976,81,81
23377018,74,74
23377719,76,76
23421416,75,75
23422011,76,76
23423131,69,69
23423265,63,63
23180029,71,71
23360283,76,76
23181149,59,59
23191746,63,63
23431918,71,71
23432513,80,80
23361646,83,83
23285988,70,70
23286220,77,77
23289203,64,64
23295169,68,68
23296599,69,69
23296641,77,77
23297923,72,72
23298395,67,67
23302353,66,66
23424389,74,74
23436898,82,82
23437817,70,70
23364090,73,73
23364548,63,63
23367154,66,66
23367640,66,66
23309453,68,68
23315056,72,72
23319483,77,77
23426981,61,61
23324586,76,76
23327893,71,71
23430034,71,71
23431235,75,75
23444325,83,83
23444378,71,71
23364452,73,73
23391940,78,78
23477349,73,73
23486301,72,72
23370837,80,80
23371027,79,79
23371270,69,69
23371728,69,69
23406682,69,69
23407601,65,65
23408411,65,65
23409517,69,69
23374024,78,78
23374482,78,78
23502078,65,65
23503279,60,60
23411165,76,76
23504966,70,70
23505170,61,61
23506762,66,66
23376521,64,64
23376655,58,58
23378099,79,79
23379032,68,68
23379490,68,68
23508625,71,71
23415134,81,81
23417994,62,62
23512608,80,80
23513337,75,75
23420642,72,72
23420723,69,69
23421061,78,78
23516334,73,73
23516806,65,65
23517711,66,66
23518440,59,59
23518507,72,72
23519074,79,79
23383459,71,71
23384269,60,60
23519384,70,70
23519627,78,78
23522113,82,82
23389682,53,53
23426365,73,73
23429186,81,81
23430214,76,76
23430591,72,72
23430834,72,72
23432049,73,73
23523084,59,59
23631735,69,69
23484611,65,65
23516268,64,64
23518064,59,59
23485693,69,69
23498815,60,60
23539566,74,74
23513976,72,72
23567140,59,59
23595537,79,79
23594648,87,87
23623887,74,74
23618871,86,86
23620223,80,80
23658008,73,73
23659047,68,68
23379854,71,71
23384122,86,86
23400875,70,70
23366060,75,75
23364889,72,72
23368351,71,71
23378543,63,63
23446093,60,60
23394514,71,71
23452182,72,72
23436634,59,59
23409164,73,73
23522786,70,70
23461973,59,59
23440459,68,68
23442875,68,68
23514479,72,72
23521998,59,59
23610551,69,69
23532460,71,71
23626695,69,69
23634647,51,51
23595313,76,76
23550051,46,46
23557867,75,75
23624420,74,74
23579265,73,73
23618630,61,61
23622222,67,67
23375606,73,73
23401149,73,73
23415729,69,69
23426999,73,73
23420631,71,71
23421360,65,65
23364591,76,76
23380063,65,65
23379629,66,66
23458807,72,72
23385880,73,73
23462318,72,72
23469566,62,62
23481610,77,77
23396107,67,67
23356556,73,73
23443092,73,73
23521509,48,48
23487667,73,73
23391277,74,74
23438109,67,67
23530033,72,72
23367430,59,59
23563754,72,72
23500602,69,69
23580292,60,60
23516221,63,63
23415287,59,59
23423437,53,53
23367708,64,64
23368976,77,77
23447075,56,56
23518908,55,55
23491027,73,73
23452710,61,61
23522899,67,67
23572759,66,66
23499458,78,78
23507991,72,72
23568206,72,72
23606430,73,73
23619524,65,65
23545346,66,66
23566163,84,84
23600058,70,70
23433892,74,74
23484126,76,76
23403914,60,60
23505186,70,70
23415955,66,66
23424731,73,73
23369266,65,65
23369495,73,73
23546787,64,64
23545524,72,72
23552027,70,70
23557831,60,60
23442403,67,67
23436281,64,64
23615427,71,71
23469415,60,60
23470482,68,68
23628801,75,75
23500938,72,72
23502600,68,68
23645473,69,69
23654693,74,74
23527883,81,81
23654064,71,71
23534687,59,59
23669479,68,68
23564576,70,70
23506441,72,72
23617335,83,83
23363498,71,71
23404984,65,65
23402087,59,59
23404098,78,78
23426988,67,67
23249972,73,73
23258505,81,81
23444579,69,69
23360389,77,77
23457391,73,73
23456262,60,60
23500497,70,70
23407154,47,47
23408126,72,72
23530791,48,48
23476987,71,71
23467047,75,75
23582787,63,63
23515728,60,60
23519197,65,65
23601945,73,73
23609932,73,73
23543040,60,60
23520741,76,76
23576427,63,63
23588397,66,66
23675741,70,70
23642308,55,55
23657913,69,69
23408394,68,68
23470535,72,72
23471750,61,61
23358167,68,68
23505622,67,67
23510954,70,70
23524805,65,65
23525978,59,59
23169733,82,82
23677745,65,65
23384282,65,65
23319898,77,77
23458107,71,71
23356404,65,65
23477977,66,66
23363395,73,73
23510838,52,52
23557938,73,73
23521658,65,65
23438157,73,73
23388469,70,70
23513649,60,60
23564273,64,64
23430265,59,59
23469092,54,54
23572765,59,59
23447018,73,73
23671098,66,66
23503721,60,60
23682896,75,75
23523376,61,61
23535269,69,69
23493512,71,71
23498559,73,73
23572853,66,66
23574716,72,72
23531272,60,60
23539735,67,67
23559513,74,74
23563644,73,73
23568652,72,72
23568733,73,73
23461950,54,54
23437318,55,55
23483859,80,80
23455166,60,60
23469299,71,71
23479667,66,66
23484111,73,73
23491144,73,73
23462161,77,77
23515592,75,75
23368096,69,69
23503619,74,74
23508384,61,61
23379975,59,59
23415079,61,61
23597241,75,75
23469346,62,62
23687144,65,65
23354966,70,70
23357019,64,64
23385894,73,73
23360725,65,65
23401664,79,79
23404890,73,73
23408373,63,63
23395150,76,76
23354365,69,69
23598223,70,70
23598290,62,62
23547511,72,72
23463930,72,72
23467952,74,74
23566303,76,76
23481736,71,71
23509556,71,71
23564474,67,67
23575409,73,73
23627905,68,68
23628715,77,77
23646373,72,72
23634810,66,66
23664359,72,72
23592206,72,72
23662195,76,76
23683250,73,73
23392526,74,74
23662220,63,63
23673923,72,72
23631040,72,72
23464241,71,71
23398235,70,70
23436578,72,72
23447284,69,69
23581671,60,60
23670689,76,76
23661700,63,63
23237335,79,79
23359271,72,72
23378557,66,66
23074014,78,78
23411228,68,68
23485674,67,67
23490805,71,71
23491992,68,68
23445724,75,75
23501596,72,72
23544188,68,68
23584818,63,63
23597324,56,56
23598659,67,67
23603885,72,72
23648840,63,63
23680701,71,71
23621089,65,65
23682606,79,79
23686776,53,53
23403122,74,74
23527576,78,78
23568587,72,72
23572746,76,76
23581913,79,79
23444686,72,72
23588675,61,61
23641071,60,60
23642125,69,69
23620552,61,61
23670542,74,74
23640626,66,66
23381124,71,71
23396067,64,64
23651290,70,70
23610574,72,72
23677492,61,61
23619551,67,67
23608836,80,80
23669572,59,59
23398056,75,75
23296824,74,74
23408681,65,65
23393480,82,82
23470336,71,71
23456655,61,61
23466618,72,72
23405420,53,53
23508325,71,71
23514009,73,73
23461453,67,67
23465642,74,74
23553914,72,72
23534524,68,68
23491247,52,52
23546660,69,69
23518287,72,72
23525281,72,72
23521694,72,72
23522923,69,69
23544020,44,44
23402704,60,60
23411667,74,74
23414093,61,61
23586041,69,69
23426849,65,65
23390662,64,64
23390877,66,66
23452473,67,67
23440019,69,69
23620938,70,70
23491223,67,67
23516678,59,59
23544341,80,80
23539376,71,71
23568712,73,73
23604524,67,67
23625260,69,69
23598964,59,59
23682730,67,67
23375424,65,65
23435197,67,67
23552488,84,84
23626245,70,70
23567501,66,66
23558528,74,74
23570005,60,60
23675196,59,59
23682257,68,68
23584239,68,68
23590719,73,73
23594579,74,74
23684140,62,62
23457101,67,67
23653856,65,65
23679748,69,69
23500126,73,73
23520172,76,76
23533604,65,65
23533833,65,65
23625648,62,62
23627525,85,85
23670307,62,62
23601482,73,73
23635921,72,72
23640619,64,64
23634530,59,59
23376663,71,71
23380107,73,73
23385816,65,65
23363394,71,71
23368902,63,63
23375678,81,81
23423347,53,53
23432352,73,73
23583930,70,70
23617288,72,72
23447704,70,70
23403092,69,69
23472386,74,74
23404969,65,65
23594373,74,74
23422789,73,73
23436573,79,79
23577863,66,66
23477963,75,75
23490021,75,75
23504344,67,67
23509824,60,60
23506490,66,66
23545679,67,67
23567105,73,73
23559372,65,65
23595389,71,71
23622027,59,59
23632286,46,46
23639386,64,64
23365717,69,69
23489228,74,74
23442556,67,67
23381822,71,71
23401667,81,81
23538261,57,57
23540286,73,73
23407422,71,71
23426724,74,74
23443815,59,59
23365562,75,75
23381695,60,60
23433901,71,71
23435817,75,75
23524741,62,62
23571889,66,66
23648867,75,75
23580922,76,76
23664232,65,65
23588184,65,65
23597256,81,81
23642979,70,70
23409204,68,68
23407122,65,65
23472674,71,71
23565058,66,66
23429799,68,68
23500175,66,66
23640947,72,72
23508909,61,61
23648804,73,73
23454182,62,62
23556579,72,72
23560347,69,69
23561076,66,66
23562143,71,71
23459648,73,73
23530922,77,77
23517521,68,68
23517574,70,70
23533109,63,63
23536159,79,79
23520842,67,67
23522448,74,74
23538117,75,75
23538346,65,65
23542343,70,70
23527713,63,63
23527861,71,71
23544921,73,73
23547122,74,74
23549605,70,70
23565489,72,72
23565894,69,69
23536676,66,66
23537257,71,71
23554250,68,68
23538768,68,68
23538810,68,68
23541201,88,88
23566637,69,69
23567676,65,65
23568352,79,79
23556814,67,67
23559635,69,69
23560554,78,78
23542455,77,77
23566615,72,72
23576142,75,75
23554982,63,63
23555510,79,79
23556278,69,69
23588130,75,75
23561342,61,61
23561476,72,72
23593624,66,66
23561962,66,66
23562219,67,67
23595716,69,69
23597699,76,76
23566417,79,79
23566646,77,77
23568369,65,65
23570791,65,65
23572830,71,71
23601738,72,72
23463726,60,60
23576838,84,84
23465832,64,64
23466561,77,77
23467452,62,62
23470368,57,57
23576698,88,88
23577307,77,77
23578184,71,71
23579888,69,69
23474203,61,61
23475633,65,65
23476443,78,78
23476524,68,68
23581586,75,75
23581681,69,69
23581740,72,72
23582617,67,67
23582712,73,73
23584237,63,63
23477778,78,78
23477792,68,68
23478049,65,65
23478454,68,68
23478845,63,63
23478898,67,67
23478926,72,72
23478940,66,66
23480479,68,68
23585977,62,62
23481560,76,76
23593211,69,69
23593507,67,67
23593965,66,66
23594317,65,65
23594708,66,66
23595806,70,70
23491132,70,70
23360082,71,71
23144703,74,74
23381924,53,53
23574181,65,65
23458649,72,72
23459635,69,69
23574469,66,66
23676042,61,61
23679106,69,69
23575678,70,70
23578136,64,64
23578527,67,67
23578541,70,70
23466224,82,82
23469140,66,66
23469221,63,63
23680955,71,71
23681279,65,65
23469584,67,67
23469827,69,69
23472838,64,64
23474768,82,82
23475673,72,72
23476254,68,68
23476335,72,72
23476469,75,75
23582664,70,70
23476874,64,64
23477240,72,72
23478089,68,68
23478265,68,68
23589454,72,72
23590359,75,75
23582739,66,66
23584306,64,64
23592937,73,73
23488619,70,70
23491725,68,68
23588571,77,77
23493183,66,66
23497219,64,64
13888179,68,68
23598621,66,66
23598850,71,71
23600445,80,80
23506467,56,56
23603908,64,64
23605232,69,69
23612743,70,70
23615807,67,67
23616712,69,69
23516000,65,65
23618628,69,69
23620991,74,74
23621505,71,71
23624200,69,69
23669115,72,72
23670964,68,68
23673327,50,50
23356459,71,71
23356635,71,71
23359241,80,80
23359551,71,71
23365154,77,77
23365288,60,60
23687298,67,67
23688985,62,62
23689513,71,71
23373106,70,70
23374927,75,75
23560462,82,82
23529668,46,46
23482365,63,63
23482460,45,45
23567548,67,67
23532626,67,67
23533126,70,70
23534017,61,61
23498632,68,68
23551904,73,73
23552767,78,78
23596102,67,67
23553834,62,62
23554697,69,69
23555010,66,66
23473590,71,71
23474953,73,73
23475129,72,72
23475668,72,72
23475749,67,67
23476182,81,81
23476249,61,61
23597923,62,62
23598342,70,70
23598881,68,68
23506975,72,72
23477721,67,67
23478045,64,64
23478612,70,70
23563945,79,79
23564311,67,67
23524971,76,76
23565147,64,64
23637831,85,85
23566133,60,60
23566267,76,76
23566605,77,77
23575434,68,68
23648833,73,73
23650805,64,64
23584911,74,74
23526874,63,63
23527589,50,50
23528117,64,64
23656986,63,63
23539429,68,68
23605418,65,65
23677574,73,73
23678951,66,66
23613532,74,74
23616353,71,71
23551364,66,66
23623643,69,69
23626626,66,66
23558006,72,72
23558411,66,66
23560799,68,68
23628327,78,78
23629986,72,72
23630528,67,67
23639343,69,69
23623964,63,63
16997091,71,71
17169688,79,79
23366549,65,65
23366806,55,55
23368750,65,65
23369951,66,66
23371532,79,79
23371613,66,66
23371976,78,78
