safetyreportid,field_count_raw,field_count_converted
23600018,72,72
23632972,64,64
23601934,66,66
23472410,65,65
23603769,58,58
23472706,64,64
23603998,73,73
23379801,64,64
23672500,82,82
23384432,66,66
23674254,68,68
23384876,67,67
23674469,77,77
23389116,61,61
23604593,71,71
23390493,67,67
23605079,73,73
17065317,74,74
23605699,79,79
23395434,70,70
23607576,79,79
23396406,66,66
23677628,72,72
23124524,69,69
23678223,71,71
23398970,70,70
23678681,56,56
23404400,71,71
23679086,76,76
23406721,64,64
23679491,71,71
23410151,70,70
23609048,71,71
23411338,48,48
23680491,66,66
23293800,66,66
23632795,66,66
23324971,76,76
23634524,70,70
23436096,68,68
23635200,72,72
23441632,64,64
23635563,69,69
23442671,73,73
23635792,64,64
23443023,65,65
23689535,68,68
23445735,88,88
23637750,79,79
23686048,66,66
23638102,76,76
23686749,67,67
23638317,64,64
17672696,76,76
23639895,77,77
23599594,63,63
23640842,67,67
23601594,61,61
23610050,70,70
23519693,76,76
23610427,80,80
23519855,76,76
23611156,54,54
23606373,62,62
23646026,76,76
23524204,85,85
23648266,63,63
23606594,72,72
23650872,65,65
23608250,62,62
23651358,64,64
23528617,67,67
23612896,79,79
23529966,70,70
23613167,69,69
23608323,78,78
23613505,67,67
23610739,72,72
23614072,53,53
23611239,68,68
23651992,71,71
23613610,69,69
23652182,74,74
23614378,54,54
23652425,71,71
23622425,68,68
23652788,63,63
23625732,72,72
23654799,80,80
23628288,66,66
23655260,68,68
23633042,87,87
23617527,70,70
23633419,68,68
23617541,74,74
23634148,63,63
23617770,79,79
23635187,73,73
23619323,62,62
23631416,63,63
23619390,63,63
23636114,71,71
23621605,67,67
23638220,63,63
23622077,68,68
23643404,67,67
23661201,52,52
23645731,53,53
23661807,82,82
23645901,81,81
23662279,64,64
23648013,67,67
23625021,72,72
23646926,73,73
23664385,68,68
23647211,64,64
23666033,47,47
23648599,76,76
23666114,72,72
23654289,66,66
23629300,80,80
23531547,67,67
23629353,72,72
23680030,77,77
17677484,72,72
23682580,69,69
18154144,77,77
23682957,63,63
18391150,73,73
23686979,80,80
18597697,69,69
23689194,63,63
23667759,62,62
23692543,60,60
23668097,75,75
23655613,69,69
23669016,81,81
23658096,68,68
23670030,74,74
23658959,78,78
23633794,73,73
23659244,67,67
23635280,80,80
23689605,67,67
23636333,70,70
23689672,84,84
23637143,66,66
23367697,70,70
23638034,79,79
23347793,77,77
23638816,70,70
23462798,67,67
23672203,66,66
23374691,64,64
23673848,70,70
23349818,68,68
23674119,74,74
23355435,65,65
23674496,68,68
23470401,61,61
23640154,51,51
23358566,65,65
23641665,52,52
23359228,61,61
23641760,79,79
23381495,68,68
23642031,49,49
23362091,63,63
23642961,83,83
23362510,71,71
23675820,75,75
23363535,84,84
23676993,77,77
23382953,70,70
23678465,72,72
23383897,81,81
23646620,70,70
23384115,77,77
23647511,77,77
23478364,73,73
23682286,67,67
23478445,68,68
23671015,65,65
23479741,61,61
23671325,67,67
23479903,66,66
23676953,71,71
23480026,62,62
23678911,58,58
23483023,73,73
23685687,78,78
23484400,65,65
22217037,69,69
23393201,71,71
22204712,70,70
23394145,73,73
22227593,65,65
23376696,71,71
22239109,69,69
23377453,70,70
21962333,69,69
23378249,65,65
22252960,66,66
23382031,69,69
21996392,72,72
23397991,71,71
22027767,75,75
23398343,74,74
22042942,63,63
23399153,76,76
22047855,70,70
23403689,69,69
22052796,74,74
23403946,77,77
22288343,67,67
23498829,61,61
22095092,65,65
23500357,64,64
22107661,69,69
23500748,73,73
22138399,71,71
23501033,63,63
22158029,73,73
23391723,60,60
22162565,78,78
23393505,67,67
22228175,77,77
23394692,75,75
22754931,72,72
23407887,72,72
22762288,76,76
23501910,72,72
22345853,66,66
23502935,62,62
22348216,69,69
23409764,73,73
22351294,72,72
23510239,70,70
22358732,70,70
23514761,68,68
22361419,70,70
23516367,78,78
22273292,78,78
23521484,83,83
22274088,73,73
23420344,72,72
22615611,57,57
23421154,80,80
22637587,69,69
23431176,71,71
22660619,50,50
23432162,59,59
22669515,69,69
23433282,74,74
22679330,73,73
23533243,71,71
22683595,75,75
23435899,67,67
22693600,67,67
23436885,69,69
22696245,61,61
23437156,65,65
22702524,67,67
23539047,69,69
22706722,69,69
23429994,63,63
22608713,69,69
23430145,74,74
22621310,82,82
23431575,73,73
22623455,75,75
23540924,66,66
22624832,70,70
23541181,63,63
22633203,61,61
23541477,75,75
22650576,77,77
23543583,72,72
22662807,70,70
23357369,79,79
22665642,80,80
23582759,68,68
22681990,72,72
23386543,65,65
22708815,78,78
23468698,75,75
22723328,82,82
23476427,68,68
22731914,66,66
23476656,69,69
22735774,71,71
23476818,61,61
22741243,74,74
23478843,73,73
22761021,65,65
23474248,72,72
22830948,68,68
23474558,74,74
22832096,77,77
23475234,75,75
22840143,67,67
23588052,66,66
22850807,71,71
23589563,71,71
22858069,74,74
23589778,64,64
22860189,68,68
23481720,69,69
22874054,70,70
23476097,68,68
22876294,48,48
23478851,64,64
22890645,81,81
23480256,76,76
22895019,68,68
23480566,77,77
22740163,77,77
23481147,71,71
22747788,73,73
23498305,77,77
22757374,73,73
23505933,70,70
22759628,76,76
23618656,65,65
22774250,79,79
23530200,67,67
22785023,71,71
23638825,60,60
22789612,81,81
23639501,64,64
22791246,73,73
23641621,68,68
22798913,68,68
23641836,70,70
22908627,53,53
23641984,66,66
22912152,72,72
23512089,66,66
22918442,80,80
23538015,65,65
22933656,69,69
23650975,61,61
22937449,69,69
23515181,82,82
22966771,72,72
23517530,71,71
22967257,76,76
23521566,63,63
22976262,78,78
23439207,70,70
22890202,66,66
23549017,72,72
22904888,83,83
23442609,71,71
22908547,71,71
23527775,72,72
22912854,65,65
23527870,65,65
22936168,73,73
23529113,86,86
22942662,63,63
23445363,67,67
22946941,70,70
23549165,73,73
22955055,76,76
23533716,64,64
22959873,73,73
23555793,68,68
22966934,77,77
23452734,73,73
23118716,74,74
23540062,69,69
23125062,64,64
23557913,76,76
23127774,74,74
23454664,67,67
23139128,72,72
23457432,65,65
23146418,67,67
23670915,76,76
23155395,79,79
23673088,80,80
23158163,72,72
23542330,65,65
22824685,61,61
23674951,67,67
22829330,62,62
23676423,87,87
22836835,74,74
23545366,82,82
22861297,78,78
23545757,64,64
22866777,83,83
23547997,76,76
22871612,72,72
23569482,63,63
22874662,82,82
23559932,71,71
22875768,80,80
23560136,66,66
23013025,78,78
23482852,66,66
23021259,77,77
23483028,60,60
23021488,83,83
23484472,68,68
23024432,74,74
23488885,61,61
23036783,75,75
23491977,75,75
23041051,65,65
23511694,78,78
23050648,72,72
23550660,76,76
23167626,82,82
23515272,78,78
23173377,66,66
23553939,85,85
23173458,77,77
23554048,64,64
23180128,73,73
23554615,68,68
23186432,77,77
23559528,72,72
23189172,72,72
23560676,69,69
23191306,63,63
23521768,69,69
23133498,62,62
23522983,72,72
23135403,88,88
23523430,53,53
23235060,67,67
23524279,71,71
23161767,68,68
23527475,81,81
23079215,77,77
23527947,67,67
23081779,76,76
23366187,71,71
23299332,80,80
23367874,70,70
23299723,76,76
23368899,73,73
23178925,69,69
23368941,67,67
23187497,73,73
23531472,67,67
23189321,80,80
23531863,76,76
23193614,72,72
23532039,68,68
23197111,74,74
23533469,70,70
23202714,82,82
23369603,79,79
23311700,78,78
23528262,72,72
23314088,61,61
23389892,66,66
23211381,62,62
23391392,67,67
23208274,71,71
23537024,76,76
23209341,72,72
23537334,76,76
23209785,74,74
23550507,74,74
23213863,78,78
23589417,68,68
23214754,64,64
23592738,64,64
23225703,59,59
23595263,85,85
23225837,81,81
23395833,68,68
23226175,75,75
23398911,61,61
23227552,72,72
23555043,54,54
23229859,68,68
23558794,73,73
23240001,69,69
23546501,69,69
23241093,82,82
23547311,70,70
23244696,73,73
23406553,67,67
23254187,73,73
23574198,61,61
23259290,67,67
23574617,66,66
23267619,75,75
23574899,70,70
23400800,70,70
23415449,77,77
23400839,79,79
23418446,63,63
23402931,69,69
23581384,66,66
23403389,56,56
23648776,68,68
23403484,53,53
23582532,62,62
23403646,69,69
23651424,63,63
23385233,79,79
23446863,77,77
23385286,59,59
23448078,55,55
23385381,82,82
23448740,70,70
23386878,74,74
23660239,69,69
23386906,70,70
23615994,63,63
23405509,64,64
23452156,64,64
23406696,65,65
23452480,67,67
23407925,57,57
23664437,74,74
23401946,76,76
23453128,62,62
23402365,72,72
23454424,76,76
23403890,70,70
23619910,69,69
23408129,68,68
23598366,69,69
23409735,70,70
23622206,84,84
23388593,52,52
23604159,77,77
23389741,70,70
23670931,68,68
23390741,72,72
23671956,70,70
23408735,72,72
23461390,62,62
23409073,71,71
23674386,72,72
23411827,57,57
23675305,68,68
23414151,68,68
23607237,59,59
23415204,68,68
23609424,65,65
23415433,78,78
23630049,68,68
23414743,71,71
23679327,66,66
23405524,72,72
23611773,63,63
23406253,68,68
23468867,72,72
23407292,69,69
23469381,65,65
23407588,73,73
23476442,68,68
23407979,69,69
23476833,63,63
23408574,82,82
23477777,72,72
23392347,74,74
23478749,74,74
23392833,53,53
23479087,64,64
23393643,63,63
15107309,68,68
23417969,62,62
16054037,65,65
23417983,75,75
23502161,62,62
23418159,61,61
23525461,61,61
23418740,70,70
23679875,63,63
23418902,72,72
23635269,67,67
23416659,62,62
23636956,75,75
23417469,72,72
23637160,77,77
23419603,62,62
23646676,66,66
23398637,67,67
23647433,70,70
23421913,71,71
23486946,69,69
23422385,64,64
23490376,72,72
23423128,68,68
23493010,72,72
23415811,72,72
23495250,77,77
23418308,62,62
23495627,64,64
23404053,72,72
23495722,64,64
23406145,70,70
23498004,71,71
23421023,70,70
23402017,76,76
23422048,75,75
23500004,65,65
23422062,46,46
23500286,62,62
23422372,67,67
23505199,68,68
23422749,67,67
23405383,74,74
23423654,69,69
23407084,77,77
23427555,73,73
23407880,62,62
23428055,68,68
23408137,67,67
23430175,76,76
23410433,68,68
23430485,58,58
23411067,54,54
23408385,65,65
23507009,53,53
23408642,68,68
23508534,74,74
23408723,77,77
23508668,75,75
23409142,74,74
23416642,66,66
23424235,65,65
23654167,68,68
23424330,73,73
23655315,59,59
23424802,66,66
23655773,71,71
23424936,71,71
23371789,66,66
23427137,63,63
23372102,72,72
23432496,63,63
23378001,74,74
23433200,68,68
23381713,62,62
23431496,69,69
23382819,73,73
23433588,72,72
23382981,84,84
23433630,67,67
23390838,80,80
23433669,59,59
23391257,68,68
23411167,57,57
23416233,78,78
23411248,65,65
23417582,55,55
23411734,71,71
23427802,73,73
23435398,65,65
23427936,68,68
23437208,72,72
23431380,60,60
23416175,81,81
23432567,65,65
23416203,61,61
23438332,67,67
23416742,62,62
23438547,74,74
23416890,70,70
23340041,64,64
23417161,71,71
23348867,75,75
23428338,72,72
23441734,73,73
23428729,65,65
23441910,71,71
23428958,60,60
23443826,82,82
23429849,71,71
23444030,77,77
23430539,75,75
23447633,64,64
23431525,61,61
23360087,64,64
23431592,66,66
23451144,76,76
23419200,62,62
23452817,53,53
23419859,68,68
23452912,64,64
23420239,67,67
23453708,69,69
23420725,70,70
23454680,63,63
23436990,67,67
23306849,67,67
23437018,73,73
23457124,64,64
23425180,82,82
23457300,72,72
23443269,74,74
23457434,60,60
23444389,69,69
23458163,70,70
23439272,69,69
23458945,71,71
23439663,80,80
23463347,58,58
23446266,61,61
23377946,88,88
23443794,74,74
23350927,66,66
23448277,69,69
23449182,63,63
23449559,77,77
23448478,71,71
23501819,49,49
23475763,68,68
23531154,75,75
23531936,76,76
23531989,68,68
23532207,79,79
23532746,64,64
23531034,80,80
23532316,66,66
23533221,78,78
23535648,77,77
23535905,64,64
23537592,69,69
23584641,64,64
23680424,72,72
23610129,67,67
23610534,72,72
23611263,67,67
23611397,60,60
23612950,82,82
23613126,75,75
23613827,66,66
23614422,79,79
23618215,68,68
23618930,77,77
23628220,71,71
23629731,72,72
23630812,72,72
23604972,73,73
23606983,78,78
23608145,70,70
12153273,71,71
12185955,67,67
13524494,70,70
15832050,74,74
15970451,76,76
16345643,68,68
16475405,77,77
16669534,86,86
18665279,81,81
18721010,64,64
18851755,71,71
19033938,68,68
19176741,77,77
19410711,74,74
19512176,72,72
19603988,73,73
19681991,81,81
19683139,64,64
23650360,71,71
23683582,83,83
23683610,78,78
23684716,67,67
23686026,73,73
23686121,69,69
23687470,67,67
23620430,70,70
23620483,84,84
23620645,82,82
23653639,68,68
23654153,67,67
23654287,66,66
23655354,67,67
23688132,79,79
23688738,81,81
23689805,66,66
23692788,68,68
19758321,83,83
19982177,74,74
19989143,69,69
20145705,82,82
20190107,73,73
20196707,73,73
20199757,67,67
20334611,69,69
20368603,81,81
20405782,69,69
23625558,69,69
23625882,79,79
23628407,77,77
23628474,82,82
23629136,81,81
23630541,66,66
23631203,71,71
20547127,64,64
20611617,76,76
20614452,70,70
20704658,78,78
20763802,65,65
20977519,77,77
21036314,62,62
23632457,79,79
23633362,72,72
23658728,72,72
23659323,64,64
10965025,72,72
12967074,67,67
14373910,72,72
23661119,75,75
23662820,76,76
23664169,77,77
23635898,49,49
23637331,65,65
23639328,77,77
23639557,78,78
21183544,61,61
21245576,71,71
21356236,69,69
21440490,72,72
23641543,75,75
23642878,72,72
23664965,75,75
23665856,81,81
21471418,60,60
21496796,83,83
21511460,69,69
21577042,76,76
21639775,76,76
21643233,67,67
21745737,50,50
21773372,79,79
23646928,63,63
23647051,65,65
23647347,66,66
17250153,70,70
17661133,78,78
17773304,80,80
17977100,84,84
21817799,77,77
21827075,74,74
21828209,78,78
21830639,68,68
21866818,69,69
21886353,69,69
21895964,69,69
21915231,74,74
21942958,77,77
21954731,67,67
23673174,63,63
23673903,66,66
23674375,73,73
23675361,82,82
23676009,73,73
23676467,60,60
21963317,69,69
21970607,53,53
21982433,67,67
21985469,74,74
21999549,73,73
22007247,77,77
22012621,72,72
22041443,54,54
22061517,69,69
22069089,75,75
22070050,67,67
22083711,64,64
23681302,76,76
23682785,70,70
23683609,75,75
22107983,72,72
22149321,70,70
22151399,70,70
22200365,74,74
22206602,49,49
22212878,69,69
22216995,77,77
23686053,75,75
23692047,71,71
23652020,70,70
23653193,72,72
23655070,66,66
23655690,66,66
23656433,68,68
22277435,67,67
22281203,69,69
22305394,81,81
22316343,73,73
22318921,69,69
22387109,73,73
22389497,72,72
12280771,57,57
13413112,74,74
16562350,65,65
18997239,51,51
19241915,80,80
19382126,68,68
19427715,67,67
23362325,66,66
23363526,73,73
23334807,76,76
23374609,77,77
23354867,64,64
23355800,75,75
23376801,68,68
23377354,52,52
23377659,57,57
23358917,63,63
23365344,77,77
23365397,63,63
23381494,70,70
23384491,71,71
23378555,66,66
23378784,76,76
23381270,66,66
23385287,50,50
23205540,73,73
23400476,79,79
23421622,65,65
23422041,54,54
23423242,70,70
23423376,68,68
23388200,65,65
23391211,65,65
23242071,77,77
23403082,69,69
23393532,64,64
23405336,72,72
23428236,62,62
23428250,70,70
23428289,46,46
23395853,68,68
23397406,73,73
23409534,75,75
23410129,63,63
23415056,70,70
23415137,72,72
23436431,67,67
23437160,66,66
23437847,62,62
23438037,70,70
23438185,76,76
23424843,74,74
23411757,70,70
23355214,76,76
23356792,73,73
23427798,70,70
23429608,75,75
23431580,68,68
23432633,81,81
23418804,66,66
23456505,81,81
23363448,64,64
23425756,63,63
23367512,74,74
23463309,67,67
23441448,77,77
23374936,72,72
23375098,73,73
23375584,84,84
23375908,84,84
23376866,68,68
23467088,65,65
23467116,85,85
23467817,82,82
23431588,79,79
23451478,65,65
23441741,74,74
23387882,68,68
23455469,68,68
23396873,85,85
23397845,72,72
23399331,71,71
23470675,47,47
23471647,52,52
23471661,71,71
23460681,77,77
23404057,52,52
23505887,66,66
23506873,64,64
23406420,71,71
23407498,70,70
23474200,70,70
23474415,62,62
23474510,73,73
23475144,65,65
23475373,73,73
23476035,74,74
23476088,71,71
23476130,68,68
23476426,65,65
23477250,67,67
23465932,59,59
23466122,77,77
23479476,66,66
23411523,72,72
23468700,68,68
23471049,70,70
23509331,65,65
23475948,60,60
23476624,66,66
23477205,70,70
23477272,67,67
23478163,63,63
23478392,68,68
23478406,68,68
23481822,78,78
23486160,70,70
23486685,53,53
23422983,68,68
23491218,79,79
23492271,77,77
23492567,74,74
23518308,64,64
23518847,64,64
23426022,74,74
23493207,67,67
23494341,67,67
23499748,85,85
23525126,78,78
23525436,65,65
23526866,71,71
23429692,74,74
23505083,53,53
23504776,78,78
23507823,80,80
23511460,67,67
23513471,70,70
23514605,74,74
13706800,69,69
13925296,72,72
14478540,73,73
15747014,80,80
16001935,70,70
16438388,75,75
13352384,57,57
14751955,76,76
15453524,80,80
15561025,61,61
15839676,65,65
13412715,75,75
16264172,54,54
11818460,71,71
13411353,76,76
13986235,78,78
18295487,75,75
18500542,56,56
18747198,70,70
18952480,73,73
18964292,76,76
18970233,70,70
19027257,83,83
19098495,70,70
19154117,64,64
19168507,79,79
16784218,71,71
16839622,74,74
17289105,71,71
18134354,69,69
18441639,75,75
18620300,69,69
18681709,79,79
18689471,70,70
18702297,73,73
18796500,52,52
19095295,74,74
19192590,73,73
19444581,73,73
18468383,72,72
18784607,71,71
18842941,61,61
19060373,68,68
19100468,69,69
19134946,65,65
19305102,71,71
19313040,57,57
19568066,69,69
19687312,72,72
19789964,73,73
20054594,61,61
20096242,77,77
19503091,84,84
19644084,73,73
19790099,81,81
23521655,75,75
19912194,80,80
23683794,65,65
19973078,70,70
23555904,67,67
19974240,72,72
23575883,79,79
20128520,81,81
23576545,72,72
20235655,71,71
23578961,63,63
19497555,66,66
23579771,62,62
19610310,65,65
23580003,69,69
19779259,72,72
23586427,71,71
19890028,78,78
23590167,71,71
19975402,76,76
23590181,64,64
20199758,66,66
23601401,67,67
18920216,68,68
23609135,75,75
18937212,69,69
23612403,64,64
20369090,77,77
23613914,69,69
20784173,71,71
23619732,67,67
21897235,77,77
23622042,66,66
21923831,71,71
23634379,69,69
21934118,72,72
23635217,74,74
21962401,80,80
23635932,77,77
21971579,71,71
23636728,65,65
21681883,73,73
23638267,68,68
21711261,71,71
23642521,77,77
21744915,81,81
23643627,72,72
22164765,73,73
23644976,70,70
22173055,72,72
23648244,73,73
22210491,66,66
23652199,83,83
22264423,66,66
23656559,77,77
22270079,61,61
23656788,65,65
22282500,86,86
23658799,64,64
22031277,70,70
23360696,64,64
22036933,69,69
23506610,64,64
22046033,73,73
23492594,75,75
22053080,72,72
23528924,67,67
22067375,75,75
23529505,69,69
22073101,68,68
23530167,65,65
22073679,78,78
23494471,73,73
22090421,74,74
23495968,69,69
22093714,75,75
23496901,64,64
22140560,67,67
23502275,67,67
23502761,66,66
23532125,62,62
23507188,66,66
23508484,77,77
23538239,79,79
23538334,68,68
23354375,69,69
23509241,65,65
23511819,70,70
23513305,61,61
23363542,55,55
23363623,67,67
23363774,72,72
23364274,73,73
23359444,57,57
23360930,64,64
23368081,62,62
23368148,71,71
23369349,59,59
23361754,67,67
23375924,67,67
23365075,73,73
23369164,72,72
23369488,79,79
23379030,60,60
23376563,68,68
23687043,70,70
23687353,71,71
6282258,80,80
23384068,65,65
23392182,73,73
23392263,67,67
10865767,70,70
14390658,73,73
16577172,67,67
23386755,61,61
23403536,63,63
23391467,69,69
23394316,74,74
23394330,67,67
23394693,69,69
17254427,74,74
23398905,69,69
23398958,65,65
23399791,72,72
23402587,76,76
23403210,65,65
23404640,78,78
23404455,69,69
23405746,69,69
23407595,73,73
23408042,77,77
23407371,75,75
23411125,48,48
23409472,74,74
23410243,75,75
23408597,68,68
23415672,64,64
23415915,74,74
23416697,66,66
23415709,72,72
23420722,63,63
23416843,69,69
23418058,63,63
23428264,67,67
23430074,74,74
23431585,76,76
23431976,64,64
23432571,64,64
23435894,69,69
23424314,70,70
23447868,77,77
23450435,67,67
23450664,81,81
23471967,73,73
23455496,65,65
23474788,79,79
23475154,65,65
23475640,66,66
23492874,70,70
23476045,69,69
23476193,70,70
23476302,79,79
23476489,72,72
23476908,68,68
23477017,62,62
23477299,65,65
23477503,61,61
23478757,68,68
23478933,72,72
23478986,68,68
23479824,65,65
23480648,69,69
23460465,69,69
23493622,71,71
23495561,77,77
23463677,71,71
23467079,64,64
23469671,76,76
23471696,72,72
13741243,72,72
14350888,79,79
14379629,77,77
23266016,80,80
23354373,63,63
23355956,69,69
23358629,61,61
23354940,66,66
23357828,63,63
23359129,71,71
23365690,65,65
23368305,76,76
23372746,78,78
23373031,78,78
23363548,74,74
23385225,76,76
23376089,63,63
23379815,65,65
23391390,73,73
23392362,71,71
23386912,68,68
23388370,64,64
23388761,65,65
23392029,73,73
23392973,65,65
23396632,69,69
23405947,71,71
23406838,72,72
23411511,52,52
23416329,59,59
23416958,64,64
23417715,50,50
23417849,52,52
23418888,76,76
23404104,65,65
23406397,64,64
23441587,63,63
23442249,67,67
23468546,71,71
23469141,66,66
23431993,70,70
23443635,67,67
23444135,64,64
23445875,74,74
23473892,71,71
23436448,75,75
23379324,72,72
23379687,73,73
23447967,70,70
23474635,73,73
23475607,71,71
23475621,79,79
23475984,74,74
23476727,63,63
23476794,71,71
23476808,70,70
23476903,76,76
23476956,60,60
23477766,69,69
23382078,63,63
23384966,81,81
23478347,67,67
23478657,65,65
23478819,71,71
23478833,71,71
23479900,69,69
23480481,68,68
23481615,71,71
23482492,82,82
23483855,70,70
23483989,79,79
23454651,64,64
23455366,72,72
23485732,69,69
23486852,85,85
23488243,54,54
23459430,67,67
23449503,65,65
23450165,65,65
23451380,71,71
23452581,79,79
23394228,69,69
23394295,72,72
23394714,70,70
23462603,81,81
23463466,74,74
23465734,75,75
23467664,64,64
23456712,63,63
23482649,74,74
23475423,68,68
23475719,68,68
23473373,66,66
23422426,73,73
23424613,68,68
23425504,65,65
23486009,76,76
23497970,77,77
23451329,70,70
23464680,70,70
23525389,63,63
23552309,74,74
23483539,66,66
23584748,82,82
23550190,72,72
23594873,70,70
23595588,65,65
23577579,62,62
23525659,76,76
23582724,87,87
23530022,71,71
23648252,64,64
23681314,72,72
23681462,58,58
23663900,69,69
23664372,71,71
23667531,70,70
23669771,69,69
23681449,71,71
23639073,69,69
23687335,84,84
23286474,73,73
23197705,76,76
23297083,68,68
23290774,67,67
23474828,72,72
23475247,62,62
23487464,64,64
23487693,64,64
23420581,68,68
23422039,69,69
23529997,70,70
23432245,86,86
23513035,72,72
23438630,83,83
23516881,72,72
23517529,72,72
23541999,69,69
23542365,63,63
23442208,66,66
23442303,66,66
23518043,73,73
23518663,88,88
23520082,71,71
23523632,69,69
23524280,74,74
23524361,74,74
23508206,63,63
23509636,67,67
23525696,70,70
23528154,67,67
23528288,75,75
23447054,53,53
23550803,77,77
23354700,86,86
23137749,79,79
23400986,74,74
23365889,65,65
23408209,71,71
23370467,62,62
23409505,72,72
23311321,76,76
23421930,69,69
23424670,63,63
23418060,74,74
23459715,69,69
23425699,80,80
23426227,69,69
23435313,83,83
23454811,61,61
23444924,54,54
23464922,75,75
23461691,65,65
23503520,68,68
23507232,67,67
23511578,71,71
23510579,80,80
23469710,76,76
23523485,64,64
23524686,75,75
23491661,70,70
23571118,70,70
23573291,76,76
23530762,63,63
23532988,69,69
23504811,71,71
23507928,64,64
23587047,60,60
23515341,67,67
23593002,84,84
23554441,73,73
23550188,66,66
23564376,68,68
23554791,68,68
23533848,66,66
23618327,69,69
23572139,64,64
23639049,66,66
23644113,68,68
23613005,61,61
23621842,71,71
23651223,74,74
23654974,76,76
23648368,64,64
23673173,63,63
23684997,73,73
23685268,71,71
23685606,75,75
23347527,70,70
23350767,71,71
23355465,72,72
23355391,67,67
23358455,65,65
23365125,82,82
23385981,65,65
23351306,78,78
23393003,65,65
23393056,84,84
23393852,69,69
23395067,68,68
23395081,63,63
23406350,64,64
23419448,69,69
23420363,69,69
23354947,65,65
23421645,70,70
23360807,81,81
23361307,75,75
23362737,71,71
23362980,67,67
23390710,82,82
23392989,66,66
23483533,66,66
23453662,62,62
23441821,76,76
23520902,68,68
23522737,64,64
23524209,66,66
23446262,68,68
23484509,77,77
23487344,70,70
23556958,64,64
23557553,66,66
23562089,68,68
23532880,65,65
23550097,69,69
23550192,66,66
23547460,61,61
23548971,67,67
23478025,72,72
23406572,69,69
23406963,65,65
23492524,68,68
23420761,63,63
23490319,72,72
23425579,71,71
23505699,72,72
23450841,64,64
23439673,62,62
23504346,74,74
23508720,50,50
23481001,68,68
23532305,48,48
23363819,65,65
23399656,57,57
23392929,68,68
23404949,64,64
23372204,73,73
23396211,65,65
23417194,68,68
23368502,69,69
23382487,70,70
23393007,68,68
23401931,68,68
23409531,74,74
23399173,81,81
23523040,64,64
23571122,75,75
23557669,64,64
23559708,63,63
23541952,70,70
23575584,72,72
23587815,65,65
23600035,69,69
23577535,71,71
23600042,75,75
23601715,71,71
23659060,88,88
23609199,70,70
23613897,81,81
23669858,66,66
23623166,70,70
23631125,70,70
12840221,78,78
15337733,76,76
16417167,74,74
15423230,70,70
16833560,78,78
16937994,75,75
17865851,72,72
18025072,67,67
18112013,82,82
18247928,70,70
18347248,77,77
18418609,69,69
16944100,63,63
16956275,74,74
17578302,58,58
17970085,77,77
18238924,72,72
18371711,73,73
17139120,79,79
17262455,64,64
17476834,82,82
17755717,76,76
18015498,65,65
14221043,73,73
16016623,73,73
16456210,79,79
20265558,72,72
18996381,76,76
19100293,74,74
19337567,65,65
19351446,74,74
19446498,83,83
19484515,71,71
19566015,64,64
20484528,72,72
20513420,76,76
20531198,76,76
20604975,73,73
20641615,71,71
20731983,71,71
20677119,80,80
20696369,78,78
20741366,70,70
20743472,84,84
20819922,71,71
20918795,72,72
20057199,73,73
20309541,72,72
20393281,75,75
20404392,83,83
20503374,71,71
20531696,80,80
20608079,61,61
20644705,79,79
20720898,65,65
20728674,66,66
20745631,69,69
20756295,72,72
20763990,67,67
20163122,77,77
20308246,73,73
20360248,72,72
20392782,57,57
20821097,71,71
20845316,70,70
20856628,83,83
21051570,79,79
21119272,72,72
20974241,72,72
21033547,85,85
21048895,67,67
21061210,79,79
21065919,60,60
21067472,63,63
21097509,76,76
21161499,70,70
21164267,73,73
21242770,73,73
21258470,80,80
21273589,74,74
20790639,75,75
20838362,73,73
20876270,79,79
20969244,55,55
20970554,82,82
21016185,77,77
21033681,68,68
21040513,81,81
21102545,73,73
21141249,80,80
21163119,70,70
21182369,69,69
21221992,67,67
21394617,71,71
21406013,69,69
21437938,75,75
21451602,69,69
21647742,70,70
21249735,76,76
21267636,67,67
21299765,70,70
21446741,70,70
21450023,75,75
21458553,70,70
21493006,68,68
21382372,77,77
21447549,70,70
21465989,71,71
21500741,69,69
21557871,59,59
20487862,71,71
20495261,64,64
20593028,74,74
20829305,80,80
20855197,78,78
20920053,74,74
20925304,72,72
21618986,73,73
21621148,69,69
21693277,60,60
21730512,78,78
21731227,69,69
21770512,77,77
21779838,70,70
21802345,69,69
21825902,68,68
21577459,68,68
21602139,70,70
21614747,74,74
21658406,70,70
21681343,74,74
21767809,69,69
21798131,69,69
21712718,83,83
21764935,70,70
21769242,74,74
21833947,69,69
21866266,70,70
21871330,58,58
21893510,65,65
21895831,69,69
21905389,75,75
21914637,81,81
21920159,68,68
21019479,75,75
21046723,77,77
21088019,69,69
21342292,69,69
21372396,71,71
21396682,67,67
21399799,73,73
21416298,70,70
21875500,54,54
21885516,78,78
21926273,69,69
21953299,80,80
21964734,63,63
21999617,71,71
22005667,75,75
21959955,71,71
22021370,74,74
22081363,70,70
21457312,74,74
21525648,70,70
21549462,75,75
21644031,60,60
21673730,65,65
21678939,70,70
21974819,74,74
21983877,74,74
22286980,69,69
22315062,63,63
22342116,73,73
22372988,79,79
22378214,67,67
22516548,74,74
22520316,74,74
22529575,64,64
22535798,80,80
22587113,81,81
22590434,73,73
21784281,69,69
21797847,73,73
21931715,69,69
22012730,67,67
22045088,64,64
